Data,Vento0,Vento1,Vento2,Vento3,Vento4,Vento5,Vento6,Vento7,Vento8,Vento9,Vento10,Vento11,Vento12,Vento13,Vento14,Vento15,Vento16,Vento17,Vento18,Vento19,Vento20,Vento21,Vento22,Vento23
25-JAN-2013,2.1,0.9,1.1,2.3,4.1,1.9,3.4,0.6,0.8,0.4,1.1,0.7,2.5,3.5,1.4,2.3,1.6,2.3,1.7,0.6,0.8,2.3,2.7,2.0
26-JAN-2013,2.2,2.3,1.4,1.2,2.7,0.4,0.6,0.5,0.8,0.7,1.8,1.6,1.7,1.3,1.9,2.9,2.0,2.5,1.7,1.9,0.9,0.5,1.4,1.7
27-JAN-2013,1.4,0.6,1.7,0.7,1.2,4.3,3.6,4.0,4.3,3.5,4.0,3.4,1.6,1.2,1.6,2.0,1.6,2.0,2.6,3.0,2.5,1.7,0.3,0.3
28-JAN-2013,1.4,0.9,2.7,1.5,0.9,0.5,1.2,0.4,0.5,1.4,1.4,1.1,1.6,1.8,1.5,3.6,4.6,3.0,3.3,2.4,1.4,4.5,4.2,3.6
29-JAN-2013,2.3,0.9,3.8,4.5,2.1,3.2,1.9,2.1,3.1,2.0,2.7,0.6,1.2,1.4,1.8,3.4,2.1,3.3,2.3,2.3,2.1,0.6,0.6,0.4
30-JAN-2013,1.7,2.6,1.6,4.0,3.1,1.0,1.5,2.0,1.1,0.9,2.1,3.0,3.1,1.9,2.5,2.0,2.2,2.0,3.8,2.2,1.8,1.1,0.5,1.1
31-JAN-2013,3.4,1.8,1.3,2.8,3.8,3.7,3.1,2.9,3.4,3.0,1.6,1.1,2.4,2.5,2.9,1.8,2.5,2.8,2.4,2.8,2.3,0.8,0.3,1.2
01-FEV-2013,0.4,0.3,1.9,3.0,2.2,1.4,0.7,1.2,3.1,3.3,3.0,1.5,3.5,3.0,3.5,3.0,2.7,1.7,3.3,2.6,2.2,0.8,0.6,0.6
02-FEV-2013,3.3,2.7,5.0,1.1,1.7,1.1,1.5,1.7,0.9,1.8,2.5,3.3,4.1,2.5,2.6,2.3,2.3,2.7,3.5,2.1,2.5,1.3,3.1,2.1
03-FEV-2013,3.0,2.2,2.6,1.9,2.3,2.5,2.3,1.9,2.6,2.9,2.6,2.2,1.7,3.0,3.8,3.1,3.4,2.8,3.3,3.9,3.2,3.3,3.1,2.1
04-FEV-2013,3.0,5.1,3.9,2.6,3.3,2.7,2.6,2.9,2.0,2.9,2.1,4.5,3.7,3.5,3.9,3.0,2.5,2.5,2.7,2.2,3.0,3.2,3.6,2.7
05-FEV-2013,1.7,3.6,2.3,2.6,2.4,2.6,2.5,1.0,1.7,1.1,2.2,2.8,3.7,3.7,3.4,2.4,4.6,3.3,3.2,2.7,4.0,1.6,1.2,0.8
06-FEV-2013,1.4,3.4,2.0,3.7,1.6,1.2,2.8,1.4,1.6,2.3,1.4,1.7,2.9,2.0,2.9,2.6,2.4,3.1,2.1,2.3,1.0,1.0,5.6,3.7
07-FEV-2013,2.7,4.6,3.2,1.9,0.9,1.7,4.5,4.0,3.4,1.9,3.3,4.3,5.7,5.2,3.7,3.0,3.3,3.3,2.4,2.7,3.3,2.4,0.9,1.3
08-FEV-2013,0.8,1.0,1.9,3.7,6.3,3.7,2.7,2.7,2.3,3.8,3.7,5.2,4.1,2.7,3.7,4.0,3.8,4.7,2.4,3.3,3.6,4.0,4.0,2.4
09-FEV-2013,1.9,3.1,3.1,3.3,3.1,2.1,2.8,2.8,2.1,1.9,2.3,2.2,5.2,4.4,4.6,4.7,4.8,4.0,4.9,3.9,4.7,4.4,4.0,3.2
10-FEV-2013,2.3,5.7,5.3,3.4,3.4,3.5,3.1,2.9,2.3,1.8,2.3,3.3,4.3,4.5,4.6,5.2,4.2,4.4,4.0,4.4,3.3,5.2,3.3,4.4
11-FEV-2013,2.2,4.5,4.5,3.5,3.2,3.4,3.2,2.9,2.2,2.5,3.0,2.5,3.9,2.7,3.1,3.4,2.8,3.9,2.3,3.8,2.8,3.4,5.7,4.1
12-FEV-2013,4.8,3.7,3.1,3.4,1.4,1.8,3.4,3.0,2.1,3.0,3.5,3.8,3.8,4.4,3.2,3.4,4.5,3.8,3.7,4.4,4.0,3.3,3.5,3.0
13-FEV-2013,3.5,4.7,5.1,4.1,2.9,1.5,2.5,2.5,1.3,1.2,2.6,3.5,3.2,2.7,3.0,3.7,3.1,3.8,3.7,2.6,2.8,3.0,2.1,2.8
14-FEV-2013,1.7,3.2,2.8,3.7,2.3,2.0,2.3,2.1,1.9,1.6,1.9,3.4,3.9,2.7,1.4,2.5,1.9,1.6,2.6,3.1,3.1,3.3,2.7,3.0
15-FEV-2013,2.4,3.0,2.4,3.2,3.5,2.6,1.6,1.3,1.2,1.6,1.8,2.2,2.7,2.0,2.0,1.7,2.7,3.4,3.3,3.9,3.8,3.9,3.1,2.0
16-FEV-2013,1.0,2.6,2.2,2.4,2.3,4.0,3.4,3.4,2.8,3.9,2.2,2.3,2.8,3.1,2.3,2.9,1.6,3.4,2.3,2.6,1.1,2.7,3.7,2.7
17-FEV-2013,2.8,2.9,4.1,2.0,1.7,1.8,0.8,0.7,0.6,1.6,0.3,2.3,2.1,1.6,2.5,1.7,2.5,3.8,2.3,2.5,3.2,3.1,3.7,2.6
18-FEV-2013,3.6,1.6,1.6,2.1,1.5,1.6,2.0,1.6,0.9,1.0,0.8,3.0,2.8,3.9,3.9,3.9,3.7,2.3,4.3,4.1,5.6,4.9,3.7,5.4
19-FEV-2013,2.1,1.5,3.2,3.5,0.7,0.8,0.5,1.0,0.7,2.7,2.1,2.0,1.6,2.4,1.8,2.8,2.5,2.9,3.6,3.4,6.4,2.9,1.3,0.5
20-FEV-2013,0.3,0.8,1.5,1.6,1.7,3.2,3.1,1.7,2.1,2.7,1.5,3.3,3.9,3.7,5.2,3.2,3.3,4.1,1.8,4.6,4.0,4.6,3.4,2.1
21-FEV-2013,3.4,2.6,3.5,3.0,2.2,2.9,2.8,2.2,2.8,2.9,3.6,3.3,3.9,3.7,3.2,2.8,2.5,3.0,3.2,1.6,1.4,2.7,1.5,3.8
22-FEV-2013,2.7,4.2,4.8,3.7,4.4,1.4,1.2,1.0,1.2,2.0,0.5,1.5,2.5,2.8,2.2,2.6,2.0,3.0,2.2,1.8,2.3,1.2,3.3,1.5
23-FEV-2013,0.6,2.0,2.6,3.1,1.2,2.8,1.8,0.8,1.5,2.4,1.9,2.3,3.0,2.4,2.5,3.0,2.1,1.9,2.8,3.2,5.2,3.9,3.6,3.7
24-FEV-2013,1.6,2.5,3.7,2.6,3.4,2.2,1.5,1.4,1.2,1.1,2.5,4.0,4.1,3.7,3.0,3.3,3.0,2.1,1.8,2.5,3.0,2.0,2.3,3.7
25-FEV-2013,3.5,3.8,3.8,1.4,1.5,1.2,3.0,2.2,2.9,1.3,1.6,1.9,3.4,2.2,3.0,2.4,3.0,2.6,1.1,1.0,1.6,1.0,0.9,0.8
26-FEV-2013,1.6,2.5,2.5,3.7,1.2,1.4,2.4,3.0,1.6,0.7,1.7,2.4,3.3,2.9,2.8,2.5,3.1,3.5,2.6,2.0,2.2,1.4,0.4,1.6
27-FEV-2013,1.5,2.3,6.6,3.0,2.1,2.7,4.2,1.4,3.8,1.8,2.4,1.3,2.2,2.4,4.2,1.7,1.5,2.1,2.0,1.8,2.8,1.5,1.0,1.3
28-FEV-2013,1.2,5.1,3.7,4.6,3.8,3.0,2.1,2.1,1.0,2.4,1.7,2.0,3.5,2.2,4.2,2.4,3.7,2.4,3.7,2.8,1.9,0.7,1.2,1.7
01-MAR-2013,5.5,2.4,3.1,2.4,2.1,1.9,1.2,1.5,1.7,1.9,3.3,3.7,3.3,2.8,3.6,3.4,2.6,3.4,3.4,4.1,2.5,4.0,3.3,3.2
02-MAR-2013,2.2,2.1,3.9,5.9,3.2,3.0,2.2,2.5,1.4,1.6,3.1,2.9,4.5,3.6,4.9,5.1,4.2,3.8,4.3,3.8,3.7,6.3,3.2,2.2
03-MAR-2013,3.2,1.8,3.6,2.7,3.2,2.1,3.2,3.5,3.8,2.5,5.3,6.3,6.5,5.9,4.1,4.6,6.1,4.7,5.4,4.5,5.1,3.1,5.1,3.5
04-MAR-2013,2.2,3.4,2.5,3.4,2.2,1.6,1.5,3.6,3.9,4.0,4.5,4.9,2.9,3.4,3.5,3.8,2.7,4.3,2.2,3.2,0.9,1.8,1.4,0.5
05-MAR-2013,0.9,2.1,2.0,1.4,0.7,0.9,1.4,1.2,0.6,1.1,1.5,2.0,2.9,3.2,2.8,3.1,3.6,3.6,3.0,1.4,1.7,1.4,0.6,0.7
06-MAR-2013,3.7,2.6,1.9,2.1,2.2,1.2,1.0,1.8,1.2,1.4,1.7,1.8,1.3,3.8,2.0,1.8,3.3,1.7,2.6,1.7,2.2,1.9,0.6,1.1
07-MAR-2013,1.7,1.0,5.2,2.8,2.2,3.3,1.6,1.4,2.0,2.3,2.1,1.2,2.8,2.7,2.4,3.7,2.4,3.7,2.0,2.9,2.8,1.8,1.4,1.1
08-MAR-2013,1.9,2.0,2.9,2.5,2.8,1.3,1.1,1.4,1.4,1.8,1.2,2.4,3.3,3.4,2.8,2.6,2.9,3.1,2.0,2.0,2.1,2.0,1.3,0.2
09-MAR-2013,1.7,2.1,1.8,1.5,2.2,1.7,1.8,1.4,1.1,1.6,1.6,2.1,2.6,2.7,2.2,2.5,3.7,2.0,2.2,1.7,1.3,4.1,2.4,1.1
10-MAR-2013,1.8,0.9,2.1,0.5,1.4,2.4,1.0,1.2,1.2,0.8,1.2,2.4,2.5,2.3,2.7,2.3,2.3,2.8,1.1,1.9,1.0,1.3,1.4,2.1
11-MAR-2013,2.4,1.2,2.5,3.1,2.7,1.5,2.4,2.0,1.8,1.4,1.7,2.1,2.7,2.4,2.4,4.0,2.1,2.7,1.3,1.7,2.0,0.9,0.4,1.0
12-MAR-2013,1.9,1.6,5.7,2.2,1.6,0.9,3.1,2.4,1.4,1.2,2.1,1.8,1.6,1.8,2.6,1.3,2.7,2.6,2.8,1.7,2.5,1.4,1.6,1.3
13-MAR-2013,1.6,0.8,3.8,4.5,3.2,3.2,1.9,0.6,1.2,2.3,0.9,2.7,1.9,2.1,3.2,2.2,2.9,3.4,1.6,1.9,2.6,0.9,1.5,1.1
14-MAR-2013,1.8,0.6,2.4,1.6,1.5,3.5,3.0,1.8,1.3,1.4,1.3,1.0,1.1,1.7,1.6,2.5,2.9,1.6,1.9,1.6,2.5,1.7,3.3,3.6
15-MAR-2013,2.4,2.5,1.6,3.8,5.1,1.9,3.9,2.9,2.2,2.4,2.1,2.5,3.5,3.0,1.8,1.8,3.2,4.2,4.0,4.9,2.7,3.3,3.6,4.4
16-MAR-2013,2.9,4.3,4.4,2.6,2.8,2.7,2.4,1.7,1.5,1.8,2.3,3.1,3.3,3.4,4.5,3.5,3.3,3.0,2.3,1.7,1.5,0.9,1.4,1.2
17-MAR-2013,1.1,1.4,1.3,3.1,1.1,2.2,1.2,0.9,1.3,1.3,1.4,1.7,1.2,1.9,2.3,2.8,3.1,3.0,3.1,4.1,3.9,3.1,3.3,1.7
18-MAR-2013,2.6,3.5,2.7,2.7,1.4,2.5,2.4,1.3,0.8,1.3,1.0,2.1,2.9,2.7,2.8,3.2,2.5,2.9,2.5,3.1,2.8,2.6,1.5,2.3
19-MAR-2013,2.4,4.3,2.5,2.5,1.1,1.0,2.3,0.7,1.6,1.0,0.8,1.7,1.9,3.4,2.8,1.4,1.8,2.2,1.5,2.7,3.8,3.5,4.3,3.0
20-MAR-2013,3.1,3.1,3.2,3.3,3.7,0.6,1.9,0.5,1.0,0.3,0.8,1.5,2.5,2.4,2.2,2.2,1.1,4.0,4.5,3.9,3.9,2.6,1.6,1.2
21-MAR-2013,0.3,2.0,1.7,0.3,1.9,2.3,0.4,0.2,0.4,1.3,1.2,1.5,3.3,2.6,2.5,2.1,1.0,1.1,2.1,1.9,1.8,0.7,1.3,1.6
22-MAR-2013,1.5,1.7,2.0,0.9,2.6,2.4,4.0,3.0,1.5,0.8,1.3,2.2,1.5,3.0,2.7,3.1,2.0,3.0,2.0,2.5,2.6,1.3,2.6,2.2
23-MAR-2013,1.4,2.4,3.3,2.1,1.9,1.7,0.7,1.4,0.7,1.5,0.6,2.4,2.1,2.5,2.0,2.1,2.9,2.4,2.9,3.2,2.0,2.4,1.6,1.8
24-MAR-2013,1.9,3.6,1.8,2.2,2.4,1.8,1.2,0.9,1.6,1.5,2.0,1.0,2.0,3.1,1.9,2.9,2.6,2.7,2.4,3.3,3.1,1.7,2.0,2.3
25-MAR-2013,2.3,1.4,1.3,1.6,1.6,2.3,1.4,0.5,3.5,1.3,2.1,2.4,1.8,1.9,1.7,1.6,2.3,1.7,3.4,3.5,3.4,2.5,3.5,3.1
26-MAR-2013,2.2,0.7,1.8,1.0,1.4,3.7,1.2,2.1,2.6,1.0,0.5,1.8,1.3,1.4,2.6,2.5,2.1,1.8,2.0,3.3,3.5,3.9,2.2,1.5
27-MAR-2013,1.5,2.5,3.0,1.2,3.3,2.5,2.4,1.9,0.9,0.3,0.6,1.9,1.2,2.3,1.4,2.3,1.8,1.3,3.9,2.2,2.7,2.1,2.2,1.4
28-MAR-2013,1.2,1.7,1.3,1.9,2.9,3.2,0.6,0.7,1.2,1.1,1.0,0.6,1.4,2.4,1.7,2.5,2.9,2.6,2.8,2.6,1.8,NULL,NULL,NULL
29-MAR-2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,2.2,1.2,1.0,2.5,1.1,3.6,3.4,1.6,2.3,2.6,2.4,2.8,2.5,1.3
30-MAR-2013,1.3,1.6,1.6,1.5,1.9,2.8,1.7,1.1,1.3,1.2,1.5,2.0,3.1,2.1,2.6,3.1,2.4,2.5,2.8,1.8,2.3,0.3,2.1,0.8
31-MAR-2013,1.9,3.2,2.7,4.0,2.3,1.8,1.4,2.0,1.0,1.2,1.1,2.7,3.5,3.6,3.5,1.9,3.1,1.4,3.3,2.5,2.1,1.3,0.9,0.8
01-ABR-2013,1.4,3.3,3.0,1.8,1.9,2.1,0.7,1.4,0.8,0.6,1.1,2.6,2.3,2.5,2.3,1.8,2.5,3.4,4.1,4.2,2.1,1.4,3.4,2.3
02-ABR-2013,1.6,1.2,1.9,2.1,2.0,1.5,1.1,1.2,0.8,1.0,2.0,3.1,2.4,3.2,2.8,3.0,2.7,2.5,2.9,2.3,1.4,2.7,2.9,1.1
03-ABR-2013,1.9,2.8,3.6,1.6,0.6,1.0,1.6,1.4,0.9,0.5,1.3,0.8,0.7,2.1,1.6,1.6,2.7,2.5,2.0,1.2,1.0,1.9,1.8,1.7
04-ABR-2013,1.7,4.7,3.2,3.2,2.2,1.3,0.7,0.5,0.5,0.4,1.3,1.7,2.3,1.9,2.1,1.1,2.1,1.5,1.3,4.1,4.1,3.3,3.5,3.6
05-ABR-2013,3.2,1.0,2.3,4.0,1.2,0.7,1.7,1.7,1.1,0.7,1.5,2.7,2.2,1.7,1.5,2.4,2.8,2.1,3.4,4.0,2.4,2.8,2.9,3.7
06-ABR-2013,2.4,1.9,1.1,0.9,2.3,5.0,3.2,2.6,2.0,1.2,0.9,1.6,2.2,2.3,2.0,1.4,2.8,3.6,3.4,4.4,3.0,4.4,4.2,2.9
07-ABR-2013,2.8,2.3,1.9,1.4,4.6,2.9,5.1,4.4,3.8,4.2,4.8,4.8,3.7,3.4,2.2,3.1,3.3,2.6,3.5,2.8,3.0,2.7,0.8,1.9
08-ABR-2013,1.7,1.7,1.6,1.5,2.2,1.6,2.4,1.4,0.2,0.7,1.6,3.7,3.4,3.1,3.1,3.5,3.8,3.5,3.9,2.1,2.7,1.9,1.5,1.4
09-ABR-2013,1.4,1.5,2.6,1.4,0.5,1.2,1.1,1.1,0.8,1.3,1.4,1.2,1.4,2.2,2.2,2.7,3.6,2.3,2.5,2.6,3.0,2.9,2.8,1.6
10-ABR-2013,0.3,0.7,0.9,1.2,1.1,1.7,1.5,0.6,1.2,0.8,0.7,1.0,3.6,1.6,1.7,2.8,2.2,2.7,1.6,3.2,4.5,3.4,1.5,0.8
11-ABR-2013,1.2,0.7,0.7,1.8,1.8,1.7,0.7,0.8,0.9,0.9,1.5,2.1,2.4,2.4,2.4,3.2,2.0,2.6,2.5,1.4,2.5,3.4,2.4,1.1
12-ABR-2013,0.4,3.2,0.8,2.5,1.0,1.6,2.5,1.9,1.5,1.5,2.5,2.8,3.5,3.4,2.8,2.6,2.9,1.8,2.9,2.1,2.0,2.1,1.1,1.5
13-ABR-2013,2.3,3.5,1.9,1.9,1.5,1.2,0.6,0.2,1.1,1.8,1.5,1.9,2.2,2.6,2.3,3.3,2.2,1.9,3.8,1.8,4.7,2.8,2.8,1.1
14-ABR-2013,0.7,0.8,1.1,1.6,0.7,1.4,0.5,0.6,0.7,0.4,1.4,1.2,0.9,1.7,1.5,3.0,2.5,3.6,2.7,1.4,4.4,4.3,3.6,2.3
15-ABR-2013,1.2,1.4,1.2,1.5,4.3,2.0,2.3,2.0,2.1,2.0,2.5,2.6,2.6,2.7,1.7,2.8,2.2,1.6,1.5,3.2,3.2,4.9,1.5,0.9
16-ABR-2013,0.7,1.2,1.1,1.4,2.0,2.9,1.8,0.6,0.5,1.1,0.4,1.0,1.4,2.3,1.2,2.0,2.4,1.7,3.3,3.9,4.5,3.5,2.9,2.7
17-ABR-2013,2.1,0.9,0.7,4.9,4.8,4.8,2.8,2.9,2.0,0.6,0.9,1.5,2.7,2.3,3.0,4.2,4.5,4.5,3.7,4.1,3.7,4.2,2.9,0.8
18-ABR-2013,0.7,1.7,1.5,1.5,2.9,2.3,1.2,2.8,0.9,0.8,1.3,1.4,0.7,1.5,1.8,1.7,2.2,0.7,4.8,5.5,1.5,3.2,1.1,1.6
19-ABR-2013,2.5,0.7,1.3,1.3,0.2,1.6,1.7,0.7,1.0,0.7,1.5,1.1,1.7,1.4,1.7,3.7,2.8,1.8,2.3,2.8,1.6,4.1,2.3,5.7
20-ABR-2013,3.0,2.2,2.2,2.4,3.2,3.7,3.4,2.2,2.6,2.6,2.0,2.0,1.6,1.8,1.2,1.6,1.9,3.9,2.2,1.0,1.3,0.8,0.9,1.1
21-ABR-2013,1.8,0.5,0.4,0.8,1.5,3.1,1.4,1.4,1.5,1.6,0.8,3.3,3.4,2.8,2.5,2.3,4.0,3.2,2.8,3.6,2.7,2.5,2.4,1.2
22-ABR-2013,1.1,2.0,2.8,4.4,3.4,3.3,2.6,2.7,3.0,3.5,3.9,3.7,3.5,4.2,5.1,4.5,4.9,4.4,4.4,2.9,6.1,1.7,2.3,3.4
23-ABR-2013,2.7,3.7,4.0,3.2,3.5,4.6,3.1,1.9,2.4,2.3,2.7,3.5,2.8,3.2,3.2,3.6,4.1,3.8,3.8,4.4,3.5,1.8,2.3,2.6
24-ABR-2013,2.6,4.0,3.6,3.9,2.4,2.5,3.0,1.8,2.9,2.5,2.2,1.7,2.7,4.3,3.3,3.5,2.9,2.9,2.3,3.1,2.9,1.5,1.3,1.6
25-ABR-2013,4.4,3.6,3.5,2.8,1.3,1.3,1.2,0.7,1.2,0.7,0.6,1.7,1.8,3.3,3.1,1.8,2.6,1.2,1.4,3.0,2.7,3.3,0.8,1.9
26-ABR-2013,1.8,0.8,2.3,2.0,2.4,1.6,2.0,1.0,1.3,1.2,1.1,1.6,1.4,3.3,3.4,2.5,1.7,1.8,0.9,1.0,2.1,3.4,1.8,2.1
27-ABR-2013,3.0,3.5,5.1,3.7,3.5,4.1,3.6,4.5,3.2,2.1,4.6,4.2,4.0,4.2,4.2,5.9,3.6,5.0,4.5,3.5,2.6,3.1,3.5,2.4
28-ABR-2013,2.0,2.8,1.0,2.4,3.7,3.7,1.6,3.4,2.2,2.1,3.4,4.3,4.8,4.6,3.2,4.7,4.3,5.0,4.3,4.1,4.4,2.7,2.4,1.8
29-ABR-2013,3.2,2.0,4.2,2.4,3.2,3.4,3.5,1.8,2.1,1.9,3.0,1.5,1.1,1.5,2.4,1.7,2.6,3.1,2.7,3.1,4.3,4.6,3.1,3.1
30-ABR-2013,2.0,1.0,2.2,1.7,0.8,0.9,1.2,0.5,1.1,0.6,2.2,1.9,2.5,2.7,3.5,2.2,1.6,1.6,1.5,1.4,2.3,2.3,1.7,2.9
